ID,Acanthocasuarina_muellerianae,Acanthosoma_haemorrhoidale,Acerentomon_sp,ACROMYRMEX_ECHINATIOR,ACYRTOSIPHON_PISUM,Aedes_AEGYpti,Aleochara_curtula,ANOPHELES_GAMBIAE,Anurida_maritima,Apachyus_charteceus,Aphis_gossypii,APIS_MELLIFERA,Aposthonia_japonica,Archaeopsylla_erinacei,Aretaon_asperrimus,Atelura_formicaria,Baetis_pumilus,Bemisia_tabaci,Bibio_marci,Bittacus_pilicornis,Blaberus_atropos,Bombus_terrestris,Bombylius_major,BOMBYX_MORI,Boreus_hyemalis,Calopteryx_splendens,Campodea_augens,Carabus_granulatus,Celuca_puligator,Ceratophyllus_gallinae,Cercopis_vulnerata,Ceuthophilus_sp,Cheumatopsyche_sp,Chrysis_viridula,Conwentzia_psociformis,Cordulegaster_boltonii,Corydalus_cornutus,Cosmioperla_kuna,Cotesia_vestalis,Cryptocercus_wrighti,Ctenocephalides_felis,Cypridininae_sp,DAPHNIA_PULEX,Dendroctonus_ponderosae,Dichochrysa_prasina,DROSOPHILA_MELANOGASTER,Ectopsocus_briggsi,Empusa_pennata,Ephemera_danica,Epiophlebia_superstes,Eriocrania_subpurpurella,Essigella_californica,Euroleon_nostras,Eurylophella_sp,Exoneura_robusta,Folsomia_candida,Forficula_auricularia,Frankliniella_cephalica,Galloisiana_yuasai,Glomeris_pustulata,Glossina_morsitans,Grylloblatta_bifratrilecta,Gryllotalpa_sp,Gynaikothrips_ficorum,Gyrinus_marinus,Haploembia_palaui,Harpegnathos_SALTator,Hydroptilidae_sp,Inocellia_crassicornis,Isonychia_bicolor,IXODES_SCAPULARIS,Lepeophtheirus_salmonis,Lepicerus_sp,Leptopilina_clavipes,Leuctra_sp,Lipara_lucens,Liposcelis_bostrychophila,Litopenaeus_vannamei,Machilis_hrabei,Manduca_sexta,Mantis_religiosa,Mastotermes_darwiniensis,Meinertellus_cundinamarcensis,Meloe_violaceus,Mengenilla_moldrzyki,Menopon_gallinae,Metallyticus_splendidus,Micropterix_calthella,Nannochorista_philpotti,NASONIA_VITRIPENNIS,Nemophora_deegerella,Nilaparvata_lugens,Notostira_elongata,Occasjapyx_japonicus,Okanagana_villosa,Orussus_abietinus,Osmylus_fulvicephalus,Panorpa_vulgaris,Parides_arcas,PEDICULUS_HUMANUS,Periplaneta_americana,Perla_marginata,Peruphasma_schultei,Philopotamus_ludificatus,Phlebotomus_papatasi,Planococcus_citri,Platycentropus_radiatus,Pogonognathellus_lon_fla,Polyommatus_icarus,Priacma_serrata,Prorhinotermes_simplex,Prosarthria_teretrirostris,Ranatra_linearis,Rhagoletis_pomonella,Rhyacophila_fasciata,Sarcophaga_crassipalpis,Sarsinebalia_urgorii,Sialis_lutaria,Sminthurus_vir_nig,Speleonectes_tulumensis,Stenobothrus_lineatus,Stylops_melittae,Symphylella_vulgaris,Tanzaniophasma_sp,Tenthredo_koehleri,Tetrix_subulata,Tetrodontophora_bielanensis,Thermobia_domestica,Thrips_palmi,Timema_cristinae,Tipula_maxima,Trialeurodes_vaporariorum,Triarthria_setipennis,TRIBOLIUM_CASTANEUM,Trichocera_fuscata,Tricholepidion_gertschi,Triodia_sylvina,Velia_caprai,Xanthostigma_xanthostigma,Xenophysella_greensladeae,Yponomeuta_evonymella,ZOOTERMOPSIS_NEVADENSIS,Zorotypus_caudelli,Zygaena_fausta
ALICUT_EOG56HDT8,0.328503,0.019323,0.019324,0.019323,0.024154,0.019325,0.028986,0.019323,0.024154,0.019324,0.0241540000000001,0.019323,0.0193230000000001,0.0289850000000001,0.019323,NA,0.0193239999999999,0.0193229999999999,0.415459,0.458937,0.405797,0.0193229999999999,0.618357,0.05314,0.111111,0.019324,0.333334,NA,NA,NA,0.019324,0.260869,0.637681,0.0193239999999999,0.028986,0.019324,0.019324,0.628019,0.019324,0.338164,NA,NA,0.0241540000000001,0.028985,0.019324,0.0193239999999999,0.16425,0.0241549999999999,0.019324,0.019323,0.410628,0.024155,0.0193239999999999,0.024155,NA,0.024155,0.63285,0.671497,0.019324,NA,0.333333,0.0579709999999999,0.019324,0.68599,0.057971,0.31884,0.019324,0.0193240000000001,0.028986,0.019323,0.0193240000000001,0.0821239999999999,0.0193230000000001,0.0724640000000001,0.0193240000000001,0.019324,0.169083,NA,0.10628,NA,0.024154,0.541062,0.019323,0.024155,NA,0.019323,0.0241540000000001,NA,NA,0.019324,0.038648,0.019324,0.0386460000000001,0.019324,0.0193229999999999,0.019323,0.0193240000000001,NA,0.05314,0.144927,0.371981,0.0193229999999999,0.019324,0.642512,0.019324,0.241545,0.0193240000000001,0.038648,0.053141,0.251208,0.0193230000000001,0.396135,0.212561,0.231883,NA,0.507246,NA,NA,0.0338169999999999,0.63285,0.381642,NA,0.541062,0.47343,0.019324,0.280193,0.024154,0.16425,0.21256,0.019323,0.0241540000000001,0.376811,0.019323,0.280194,0.019324,0.299517,0.758454,0.033818,0.028986,0.0193239999999999,0.0483100000000001,0.0193239999999999,0.019324,0.68599
ALICUT_EOG56M91C,0.158576,0.0258890000000001,0.20712,0.084143,0.019417,0.084143,0.016181,0.012945,0.022654,0.019417,0.038835,0.019416,0.019418,0.10356,0.245955,NA,0.025891,0.045307,0.032363,0.40453,0.019417,0.0194180000000001,0.158576,0.032362,0.016182,0.0194160000000001,0.0970869999999999,0.427185,0.453074,0.200647,0.061488,0.245955,0.187702,0.019418,0.05178,0.0194170000000001,0.0161819999999999,0.394822,0.019417,0.265372,0.051781,NA,0.012945,0.857605,0.035599,0.0161810000000001,0.200647,0.255664,0.025889,0.0194179999999999,0.129449,0.019417,0.275081,0.02589,NA,0.271845,0.0841429999999999,0.0906159999999999,0.0906159999999999,0.815534,0.216828,NA,0.084143,0.255663,0.016181,0.266989,0.084143,0.187703,0.0517800000000001,0.0258899999999999,0.197411,0.640776,0.0194179999999999,0.0194170000000001,0.019417,0.197411,0.275081,NA,0.07767,0.119742,0.255663,0.0906140000000001,0.019417,0.197412,NA,0.152104,0.019418,0.838189,0.15534,0.0906159999999999,0.093851,0.543689,0.220066,0.019417,0.0258900000000001,0.019418,0.110032,0.10356,0.110031,0.048543,0.161812,0.084142,0.245955,0.378641,0.145631,0.02589,0.09385,0.220065,0.184466,NA,0.262136,0.0161810000000001,0.045308,0.906149,0.087379,0.161812,NA,0.466019,0.045307,0.355988,0.0161819999999999,0.0194169999999999,0.50809,0.019418,0.0194170000000001,0.084142,0.249191,0.019417,0.262135,0.41424,0.906149,0.660195,0.01618,0.019418,0.210356,0.019417,0.278316,0.145631,0.0161810000000001,0.508091,0.216829,0.0841419999999999,0.245954,0.0841420000000001
ALICUT_EOG56M91Q,0.104478,0.00995099999999999,0.00995000000000004,-1.00000000002876e-06,0.00994999999999999,0.348259,0.00995000000000007,0.044777,NA,0.00995099999999996,0.00994999999999996,0.00994999999999999,0.00995000000000007,0.00994999999999996,0.00994999999999993,NA,0.00995000000000001,0.014925,0.024875,0.189055,0.00995100000000002,0.00994999999999999,0.00994999999999999,0.00995000000000004,0.00994999999999999,0.014926,0.00994999999999996,0.651741,0.502488,0.00995100000000002,0.00995000000000007,0.00994999999999993,0.0995040000000001,NA,0.00995100000000004,0.0149259999999999,0.00994999999999993,0.00995100000000002,0.0746269999999999,0.00995099999999999,0.00994999999999993,NA,0.00995100000000004,0.00995100000000002,0.00994899999999999,0.00994999999999999,0.00995100000000002,0.00995099999999996,0.00995000000000001,0.014925,0.0149249999999999,0.00995100000000002,0.0099499999999999,0.00995000000000001,0.318408,0.014926,0.00995100000000007,0.00994999999999996,0.0149260000000001,0.388061,0.00995000000000001,0.0149250000000001,0.00995099999999993,0.00995099999999996,0.00994999999999999,0.039801,0.00497499999999998,0.00994999999999993,0.00994999999999996,0.00995000000000001,0.014926,0.00994899999999999,0.00995000000000001,0.00994999999999993,0.00995000000000001,0.00994999999999999,0.0099499999999999,0.00995100000000004,0.00994999999999999,0.014926,0.00995100000000002,0.00995099999999996,0.00995100000000004,0.00995100000000004,0.00995100000000007,0.0149249999999999,0.00995099999999996,0.59204,0.00995099999999996,0.00994999999999999,0.00995099999999999,0.0199009999999999,0.00995099999999996,0.00995000000000004,0.00994899999999993,0.0099509999999999,0.00994999999999993,0.0099509999999999,0.014925,0.0149249999999999,0.00995099999999996,0.00995100000000004,0.00994999999999999,0.696518,0.0149260000000001,0.0149259999999999,0.353233,0.00994999999999999,0.0149259999999999,0.0298519999999999,0.00995099999999993,0.00995000000000004,0.00995099999999999,0.00995100000000002,0.597015,0.373134,NA,0.114427,0.00995099999999996,0.60199,0.00994899999999999,0.00994999999999999,0.19403,0.00995099999999996,NA,0.00995100000000002,0.00995100000000013,0.00994999999999999,0.00995000000000004,0.00994999999999993,NA,0.014926,0.00994999999999999,0.00995000000000004,0.00994999999999999,0.00995100000000004,0.0597010000000001,0.014926,0.00994999999999999,0.00994999999999996,0.014925,0.00995099999999996,0.00994999999999999,0.014926
ALICUT_EOG56M91V,NA,0.049297,0.169014,0.056337,0.056338,0.049296,0.056338,0.049295,NA,0.091549,0.056338,0.06338,0.077464,NA,0.077465,NA,0.06338,0.535212,NA,0.619719,0.056337,0.056338,0.380282,0.056338,0.070422,0.06338,NA,0.056338,NA,0.06338,0.197183,0.070422,0.056338,0.056337,0.070422,0.063379,0.084507,0.049295,0.225352,0.056338,0.084507,0.549296,0.056339,0.12676,0.056337,0.049296,0.070424,0.06338,NA,0.091549,0.056337,0.056338,0.06338,NA,0.112677,0.049296,0.063381,0.056338,0.246479,0.190141,NA,0.274649,0.077464,0.063379,0.056338,NA,0.056337,0.06338,0.056337,0.06338,0.176057,0.112676,0.056338,0.056338,0.084507,0.056337,0.070423,0.105633,0.084507,0.274648,0.06338,0.232393,0.070422,0.06338,0.063381,0.070422,0.154929,0.056338,0.06338,0.056338,0.056337,0.056338,0.225353,0.056339,0.394366,0.056338,0.070422,0.06338,0.190141,0.070423,0.06338,NA,0.338029,0.056337,NA,0.056338,0.056338,0.070423,0.056338,0.056337,0.316902,0.077465,0.049295,0.049295,0.056338,0.049295,0.450705,NA,0.070423,0.056339,0.197182,0.091549,0.056338,0.06338,0.056337,0.070423,0.084507,0.056338,0.056338,0.267605,0.049295,0.070422,0.049296,0.366197,0.316901,0.105634,0.183098,0.0492939999999999,0.056338,0.070422,0.056337,0.056338,0.06338,0.197183
ALICUT_EOG56M91Z,0.207547,0.031447,0.163521,0.201258,0.018868,0.207548,0.037736,0.09434,0.037736,0.018869,NA,0.528302,0.301887,0.723271,0.220126,NA,0.163522,0.037736,0.207547,NA,0.0188679999999999,0.207547,0.566037,0.421383,0.037735,0.0251579999999999,NA,0.018868,0.220126,0.037736,0.0314469999999999,0.0377360000000001,0.031447,0.226414,0.207547,0.025158,0.018868,NA,0.201257,0.0188680000000001,0.0314460000000001,NA,0.018868,NA,0.022013,0.194968,0.0628929999999999,0.018868,0.0440250000000001,0.044026,0.018868,0.018868,0.037736,0.075472,0.226415,0.0188680000000001,0.037736,0.056604,0.018869,0.408806,0.286164,0.044025,0.0188679999999999,0.025157,0.213837,0.232705,0.534591,0.0377360000000001,0.018868,0.025158,0.314466,NA,0.27044,0.257861,0.201257,0.207546,NA,0.754718,0.232704,0.522011,0.018868,0.018868,0.018868,0.0188680000000001,0.610062,0.094339,0.018868,0.132076,0.018869,0.194968,0.069182,0.018868,0.0314470000000001,0.0188679999999999,0.0691819999999999,0.226415,0.018869,0.018868,0.025157,0.283019,0.018868,0.213835,0.100629,0.0251570000000001,NA,0.144654,0.031446,0.025158,0.0251580000000001,0.201257,0.0188679999999999,0.0314469999999999,0.0754710000000001,0.213836,0.0314460000000001,0.528302,0.226414,NA,0.207547,0.207547,0.0503149999999999,0.0345899999999999,0.0314470000000001,0.0188680000000001,0.207546,0.018869,0.031446,NA,NA,0.270439,NA,0.025157,0.201258,0.018868,0.018868,0.018868,0.207546,0.0628919999999999,NA,0.566039,0.0817609999999998,0.0188680000000001,0.0566049999999999,0.389937
ALICUT_EOG56Q57P,0.443763,0.239264,0.437628,0.374233,0.161555,0.051126,0.05726,0.051125,0.306749,0.261758,NA,0.169734,0.560327,0.245398,0.445808,0.0204500000000001,0.02863,0.421267,0.343558,0.648262,0.543967,0.114519,0.02045,0.0429450000000001,0.280163,0.537833,NA,0.717791,0.748466,0.280164,NA,0.402863,0.036811,0.022495,0.0654400000000001,0.098159,0.022495,NA,0.310838,0.049081,NA,NA,0.022495,NA,0.02045,0.020451,0.419223,0.826176,0.697342,0.036811,0.525562,0.055215,0.280164,0.022496,0.703476,0.260736,0.306749,0.075665,0.306749,NA,0.482619,0.670756,0.0715750000000001,0.572597,0.368099,0.496932,0.711657,0.04499,0.341513,0.280164,0.196319,0.466257,0.02454,0.308793,0.022496,0.051125,0.137014,NA,NA,0.760736,NA,0.357873,0.464213,0.310839,0.345603,0.130879,0.556237,NA,0.282208,0.0184040000000001,0.0409,0.417178,0.10225,0.263803,0.278119,0.201431,0.114519,0.316974,0.042945,0.0552149999999999,0.049081,0.478528,0.865031,NA,0.840491,0.304703,0.674847,0.308793,0.042945,0.948876,0.030676,0.349693,0.0715739999999999,0.865032,0.858896,0.75869,NA,0.511247,0.047035,NA,0.06953,0.03272,0.546013,0.022496,0.02045,0.051125,0.05317,0.306748,0.0572589999999999,0.597136,NA,0.425358,0.308793,0.0224950000000001,0.196319,NA,0.382412,0.566462,0.310839,0.419224,0.163598,0.126789,0.055215,0.042946
ALICUT_EOG56Q57V,0.070885,0.334177,0.060759,0.00253200000000003,0.0101270000000001,0.012659,0.0126569999999999,0.0126590000000001,0,0.048102,0.843038,0.00759500000000007,0.00506400000000007,0.435443,0.559493,NA,0.202532,0.0126589999999999,0.503798,0.716455,0.468355,0.032911,0.551899,0.724051,0.486076,0.463291,0.582278,0.017722,NA,0.010126,0.0050630000000001,0.00253200000000003,0.010127,NA,0.0151890000000001,0.549367,0.607595,0.863292,0.0253159999999999,0.470887,0.513923,NA,-1.11022302462516e-16,0.448101,0.0227849999999999,0.0126590000000001,0.417721,0.027849,0.273418,0.513924,0.759494,0.177215,0.402532,0.032912,0.278481,0,0.0556959999999999,0.00759400000000005,0.544303,0.822785,0.425316,0.539241,0.00253200000000003,0.129114,0.017721,0.63038,0.00253199999999992,0.0126580000000001,0.0810130000000001,0.0734180000000001,0.265823,0.521519,0.351899,0.010126,0.508862,0.01519,0.0329110000000001,NA,0.496202,NA,0.194937,0.577215,0.531647,0.0151900000000001,0.873417,0.0354429999999999,0.040506,0.549367,0.493671,0.00253099999999989,0.0126569999999999,0.0303799999999999,0.0101270000000001,0.422785,0.0379740000000001,0.00253200000000003,0.012658,0.0886079999999999,0.524051,0.00253199999999998,0.167089,0.817721,0.073418,0.703798,NA,0.539241,0.574684,0.594937,0.83038,0.432911,0.306329,0.326583,0.572152,NA,0.610126,0.686076,NA,0.569621,-1.00000000002876e-06,NA,0.341773,NA,NA,0.364557,0.00253199999999992,0.00253199999999998,0.516456,0.518987,0.00253100000000001,0.643039,0.478482,0.00253100000000001,0.0126579999999999,0.017722,0.0126580000000001,0.749368,0.681013,0.00506299999999998,0.012659,0.567088,0.481012,0.516456,0.00506299999999993,0.716456
ALICUT_EOG56Q580,0.393063,0.624277,NA,0.057803,0.283238,0.606936,0.618497,0.0289020000000001,0.739885,0.49133,0.653179,0.0520229999999999,0.127168,NA,0.121387,NA,NA,0.080925,0.526012,0.641619,0.485548,0.052023,0.387284,0.0346820000000001,0.190751,0.751445,0.341041,NA,NA,0.0982659999999999,0.265896,0.705203,0.115606,0.618498,0.66474,NA,0.716763,0.606936,0.069364,0.67052,0.560693,NA,0.231213,NA,NA,0.028901,0.612717,NA,0.106937,0.624278,NA,0.260115,0.630058,0.150289,NA,0.630057,0.815028,NA,0.369942,NA,NA,0.132947,0.138729,0.653179,NA,0.618497,0.069364,0.092486,NA,0.063584,0.32948,NA,0.647399,0.549133,0.283238,0.32948,0.624276,NA,0.705202,NA,0.676301,0.699421,0.624277,0.612716,NA,0.34104,0.647399,0.693642,NA,0.0346809999999999,0.219653,0.49133,0.635838,0.439306,0.17341,0.699423,0.630059,0.687861,0.069364,0.127168,0.67052,0.121387,0.341041,NA,NA,NA,NA,0.630058,0.497111,0.473988,0.121387,NA,0.734104,NA,NA,NA,NA,NA,0.635838,NA,NA,NA,NA,0.612717,0.583814,NA,0.664739,0.352602,0.763006,0.364161,NA,0.271676,0.294798,0.121387,0.554913,0.381502,0.473989,0.196532,0.398844,0.606936,0.052023,0.121387,0.722544,0.0809250000000001
ALICUT_EOG56Q581,0.211309,0.386904,0.056548,0.020833,0.044642,0.050595,0.032737,0.02381,0.056548,0.425595,0.044642,0.020834,0.0267859999999999,0.345239,0.0386910000000001,NA,0.0565479999999999,0.529762,0.032738,0.053571,0.339286,0.0208329999999999,0.041666,0.297619,0.0267850000000001,0.03869,0.3125,0.136905,0.669643,0.050596,0.488095,0.0267850000000001,0.514882,0.020833,0.479167,0.0595240000000001,0.029761,0.250001,0.020833,0.041667,0.035715,NA,0.032738,0.434523,0.074405,0.029762,0.133928,0.398809,0.148809,0.038689,0.776786,0.0446430000000001,0.0357139999999999,0.020833,0.479167,NA,0.0327390000000001,0.065476,0.026787,0.345238,0.035714,0.026786,0.455357,0.053572,0.032738,0.154761,0.520833,0.059524,0.029762,0.04762,0.044644,0.610119,0.0624990000000001,0.017858,0.02381,0.050595,0.145834,0.568452,0.041666,0.297619,0.035713,0.202381,0.03869,0.130952,0.54762,0.505952,0.199405,NA,0.300595,0.032738,0.464286,0.029763,0.455356,0.169643,0.526786,0.440475,0.267857,0.026786,0.297619,0.125,0.0476189999999999,0.035714,0.032738,0.669643,0.419643,0.470238,0.0565479999999999,0.574404,0.053571,0.660714,0.035715,0.211309,0.434523,0.696429,0.755952,0.285714,0.869048,0.779761,0.589286,NA,0.208333,0.437499,0.440476,0.032738,0.020833,0.449405,0.607143,0.020834,0.059523,0.541668,NA,0.053571,0.044642,0.029762,0.0505960000000001,0.0297620000000001,0.0357130000000001,0.464285,0.026785,0.529762,0.041667,0.196429,0.029762,0.303571
ALICUT_EOG56Q58J,0.041666,0.0606060000000001,0.060606,0.0454549999999999,0.049242,0.0492429999999999,0.05303,0.0454549999999999,0.05303,0.049243,NA,0.041667,0.0492420000000001,0.166666,0.049242,NA,0.056819,0.05303,0.094697,0.390151,0.045454,0.041667,0.0530309999999999,0.053031,0.049243,0.0378790000000001,0.0492429999999999,0.287879,0.655302,0.0416670000000001,0.049242,0.0492420000000001,0.05303,0.0454539999999999,0.060606,0.041666,0.049243,0.05303,0.053031,0.045455,0.045454,NA,0.053031,0.049243,0.045455,0.0492419999999999,0.05303,0.049243,0.056819,0.037879,0.0530300000000001,0.049243,0.0606060000000001,0.0530309999999999,0.0681830000000001,0.05303,0.041667,0.049242,0.0492420000000001,0.299242,0.0454550000000001,0.05303,0.045455,0.049243,0.060606,0.049242,0.0492420000000001,0.05303,0.049243,0.0530300000000001,0.05303,0.0530299999999999,0.049242,0.056818,0.049243,0.056818,NA,0.284091,0.041666,0.124999,0.0416679999999999,0.045455,0.049243,0.0492420000000001,0.746212,0.0492419999999999,0.049243,0.219697,NA,0.0492420000000001,0.064395,0.0492430000000001,0.049243,0.0492429999999999,0.0492429999999999,0.049242,0.049243,0.0492410000000001,0.053031,0.049242,0.0530299999999999,0.049243,0.049242,0.05303,0.049243,0.0606059999999999,0.053031,0.05303,0.053031,0.075757,0.189395,0.049243,0.049242,0.0587119999999999,0.053031,0.458333,NA,NA,0.05303,0.556818,0.049242,NA,0.215909,0.05303,0.0492420000000001,0.0719709999999999,0.0492429999999999,0.045454,0.0492430000000001,0.049242,0.382576,0.109849,0.0757569999999999,0.049244,0.0587109999999999,0.0492430000000001,0.0530300000000001,0.049243,0.0492419999999999,0.049242,0.05303,0.03788,0.049242,0.0606070000000001
ALICUT_EOG56Q590,0.067961,0.708738,0.145631,0.048543,0.019417,0.572816,0.300971,0.135923,0.359223,0.165048,0.242719,0.23301,0.300972,NA,0.23301,NA,0.0679620000000001,0.019417,0.262136,0.417476,0.320389,0.019417,0.291263,0.31068,0.087378,0.106796,0.407767,0.699029,NA,NA,0.252428,0.097088,0.077671,0.019418,0.271844,0.07767,0.330097,NA,0.0485429999999999,0.029127,NA,NA,0.262135,0.0582529999999999,0.019418,0.0291259999999999,0.271845,0.106795,0.0485440000000001,0.058253,0.543689,0.233011,0.135923,0.271845,0.029126,0.184467,0.650485,0.029127,0.029127,0.495146,NA,0.029127,0.0291260000000001,0.330097,0.592233,0.014564,0.0194169999999999,0.116504,0.485437,0.048544,0.23301,0.106796,0.029126,0.048544,0.019417,0.106796,0.31068,NA,0.00970999999999994,NA,0.407767,0.029126,0.029127,0.048544,NA,0.291263,0.563106,NA,0.407767,0.019417,0.106797,0.242718,0.30097,0.262137,0.23301,0.0194170000000001,0.699028,NA,0.417476,0.0291260000000001,0.00970899999999994,0.271844,0.0291270000000001,NA,0.165049,0.310679,0.699029,0.174757,0.31068,NA,0.029126,0.281553,0.252428,NA,0.281554,NA,NA,NA,0.009709,NA,0.0291269999999999,0.407768,0.097087,0.00970799999999999,0.0194170000000001,0.252427,0.339807,0.029127,0.679613,0.00970799999999997,NA,0.0194179999999999,0.038834,0.0291260000000001,0.650486,0.038835,0.68932,0.446601,0.46602,0.242719,0.368931,0.495145,0.252427,0.038835
ALICUT_EOG56T1G8,0.895653,0.728502,0.880193,0.0637679999999999,0.0144920000000001,NA,0.680193,0.011595,0.64203,NA,0.868599,0.00966100000000003,0.0560390000000001,0.870531,0.03285,NA,0.325604,0.677295,0.370049,0.753623,0.888888,0.00966199999999995,0.723671,0.0763290000000001,0.029952,0.927535,0.928503,0.708213,0.907246,0.439613,0.621257,0.130434,0.076329,0.499518,0.449276,0.269566,0.00966099999999989,NA,0.542029,0.03285,0.039613,NA,0.300483,NA,0.837681,0.010628,0.711111,0.503382,0.707247,0.322706,0.358454,0.050241,0.599035,0.549759,0.898552,0.727536,0.734299,0.581643,0.37488,NA,NA,0.742029,0.124638,0.638647,0.850241,0.590339,0.0637689999999999,0.0772959999999999,0.422222,0.707246,0.424155,0.671498,0.643478,0.347826,0.496618,0.0193229999999999,0.503382,0.883093,0.584541,0.772947,0.757488,0.150726,0.825121,0.381642,0.712078,0.009661,0.977778,0.880192,0.724639,0.017392,0.214493,0.0927539999999999,0.521739,0.565216,0.733334,0.044445,0.597102,0.0106280000000001,0.257971,0.00966200000000003,0.043478,0.908213,0.66087,NA,NA,0.683092,0.667633,0.594202,0.447343,NA,0.446376,0.885025,0.343961,0.942996,NA,0.958454,NA,NA,0.936232,NA,0.375846,0.628986,NA,0.829952,0.0106279999999999,0.7343,0.634783,0.446376,0.802898,0.798067,0.763286,0.02512,0.0550720000000001,0.03285,0.390339,0.70628,0.468599,0.569564,0.557488,0.623188,0.513043,0.03285,0.815459,0.457971
ALICUT_EOG56T1GB,0.82729,0.75668,0.75668,0.00190899999999991,0.0038160000000001,0.310115,0.546755,0.0305350000000001,0.282442,0.575381,0.809161,0.00286399999999995,0.266221,0.729962,0.202289,NA,0.00477099999999991,0.486642,0.752862,0.926526,0.792938,0.002863,0.449427,0.0486640000000001,0.262405,0.909351,0.723281,NA,NA,0.262404,0.29294,0.653626,0.334924,0.10687,NA,0.55248,0.540077,0.935115,0.754771,0.383588,0.284351,NA,0.00286299999999998,0.887405,0.00381599999999999,0.00763399999999995,0.00858700000000007,0.739504,0.479008,0.47042,0.90458,0.476146,0.86832,0.0620229999999999,NA,0.677482,0.125955,0.64313,0.752862,0.839694,NA,0.756679,0.448473,0.850191,0.908397,0.405534,0.421755,0.220421,0.811069,0.799618,0.130725,0.217557,0.3354,0.251908,0.250954,0.00763299999999997,0.479962,NA,0.526718,0.70897,0.901718,0.607824,0.875954,0.00286300000000006,0.86164,0.011451,0.911259,NA,0.729007,0.00286199999999998,0.828244,0.295801,0.462786,0.533397,0.286259,0.561069,0.00286300000000003,0.389313,0.608779,0.012405,0.46565,0.843511,0.722328,NA,0.848282,0.723282,0.790076,0.252862,0.73855,0.82061,0.654581,0.681298,0.753817,NA,0.913168,NA,0.932252,0.791985,0.327291,NA,0.002862,0.561545,NA,0.27958,0.285306,0.259541,0.298665,0.395039,0.380725,0.769083,0.895038,0.290077,0.750954,0.00286299999999998,0.425573,0.788168,0.908398,0.748091,0.860687,0.369275,0.623092,0.00763300000000011,0.757633,0.799618
ALICUT_EOG56T1GG,0.572127,0.845965,0.579462,0.0342300000000001,0.063569,0.112469,0.662592,0.02934,0.237163,0.530562,0.721271,0.034229,0.589241,0.914426,0.987776,0.163815,0.364304,0.163813,0.127139,NA,0.836187,0.034229,0.112469,0.0660149999999999,0.493887,0.833741,0.474328,0.965771,NA,0.315403,0.232275,0.496333,0.298288,0.618581,0.535452,0.381418,0.317849,0.621027,0.100244,0.0317849999999999,NA,NA,0.0317860000000001,NA,0.364304,0.03912,0.17115,0.899756,0.290954,0.374083,0.814181,0.066014,0.775061,0.369193,NA,NA,0.366748,0.149145,0.476773,NA,NA,0.432763,0.249389,0.82885,0.114915,0.872861,0.0342300000000001,0.354523,0.738386,0.281174,0.278729,0.154034,0.105135,0.114915,0.550122,0.051345,0.574572,NA,0.249389,NA,0.628361,0.361858,0.110024,0.11247,0.633252,0.114914,0.525672,0.877751,NA,0.266504,0.388753,0.469438,0.356967,0.158924,0.237163,0.550123,0.210269,0.237164,0.122249,0.283619,0.310514,0.809291,0.848412,NA,NA,0.369193,0.638142,0.217605,0.193154,NA,0.288508,0.537898,NA,0.795844,NA,NA,NA,NA,NA,NA,0.621027,0.110025,0.577018,0.831296,0.114915,0.254279,0.229829,0.342298,0.132029,0.973106,0.17115,0.132029,0.0464540000000001,0.112469,0.361858,0.784842,0.256724,0.801955,0.212714,0.420538,0.562348,0.031785,0.589241,0.506113
ALICUT_EOG56T1H5,0.708683,0.394958,0.436975,0.0476180000000001,0.025209,0.092436,0.07563,0.05042,0.064426,0.420168,0.456583,0.05042,0.0420169999999999,0.0560229999999999,0.165266,NA,0.0840340000000001,0.092437,0.224089,0.52661,0.0560220000000001,0.05042,0.084034,0.316526,0.036415,0.056023,0.40056,0.369748,NA,0.507002,0.036415,0.871149,0.05042,0.0532219999999999,0.0392159999999999,0.056023,0.05322,NA,0.047618,0.151261,0.521009,NA,0.070028,0.616246,0.0420160000000001,0.0560230000000001,0.557423,0.462185,0.0504200000000001,0.0644250000000001,0.378152,0.056023,0.546219,0.016807,0.890756,0.543416,0.719887,0.442577,0.806723,0.703081,0.420168,0.529412,0.126051,0.137254,0.0812330000000001,0.025211,0.053221,0.32493,0.061625,0.028011,0.142858,0.638656,0.070028,0.0504200000000001,0.540616,0.0532210000000001,0.521008,0.54902,0.064426,0.809524,0.022409,0.019608,0.070028,0.112044,0.613445,0.064425,0.053221,0.915967,0.627451,0.056022,0.658263,0.35014,0.358543,0.495799,0.0280110000000001,0.050419,0.0252099999999999,0.044819,0.316527,0.0644260000000001,0.212885,0.535015,0.22409,NA,0.669469,0.025211,0.05042,0.064425,0.599441,0.495798,0.022408,0.294119,0.719888,NA,0.313726,NA,NA,NA,0.436975,NA,0.42577,0.196077,0.52381,0.574229,0.05042,0.0504200000000001,0.543418,0.044818,0.549019,0.512605,0.579833,0.056023,0.0504200000000001,0.075631,0.078431,0.0504200000000001,0.663865,0.369748,0.039216,0.504202,0.887955,0.019608,0.243697,0.809524
